"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Cyprus","CYP","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.945","58.11","57.845","57.943","58.1","57.898","57.816","57.972","56.73","57.281","59.236","59.823","60.558","59.995","59.85","60.652","61.856","61.853","60.309","60.248","58.734","55.948","53.249","53.489","53.004","53.325","54.823","57.178","58.514","57.936","59.036","60.686","61.134",
"Czechia","CZE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.02","59.823","58.767","58.97","59.037","58.858","58.164","57.094","55.684","55.109","55.113","55.409","54.797","54.268","54.653","55.029","55.643","55.932","54.772","54.186","54.351","54.547","55.16","55.686","56.419","57.553","58.48","59.197","59.16","58.265","58.155","58.57","58.552",
"Germany","DEU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.259","55.009","53.832","53.083","53.001","52.529","51.984","52.033","52.739","52.909","53.014","52.414","51.714","50.768","51.894","52.917","54.028","54.785","54.793","55.232","56.593","56.838","57.194","57.402","57.39","58.487","58.915","59.209","59.976","58.309","58.346","59.375","59.779",
"Djibouti","DJI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.139","27.13","26.677","26.576","26.383","26.317","26.234","26.256","26.315","26.21","26.15","26.014","25.895","25.737","25.558","25.314","25.087","24.874","24.554","24.306","24.215","24.181","24.115","24.027","23.986","23.974","23.86","23.711","23.593","22.657","22.634","23.495","23.697",
"Dominica","DMA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.657","61.96","60.148","59.204","60.094","60.74","61.906","61.895","62.418","62.604","62.44","62.837","61.944","62.502","62.479","63.359","63.213","62.685","60.263","58.579","58.151","57.45","56.887","57.015","57.469","57.957","58.122","58.649","59.239","58.522","59.388","60.591","60.534",
"Dominican Republic","DOM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.79","53.265","53.69","53.744","53.805","53.944","54.321","54.532","54.698","54.748","53.121","53.667","52.7","53.268","52.889","54.063","54.258","54.849","52.436","53.755","54.618","55.436","54.914","55.53","57.291","57.904","58.734","60.033","60.88","56.66","58.306","59.743","60.348",
"Algeria","DZA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.944","33.389","32.836","32.382","30.587","32.199","33.295","32.461","31.52","30.789","31.677","32.087","32.827","35.219","36.01","37.051","36.179","36.975","37.221","37.556","37.686","37.393","38.958","36.58","37.033","37.6","36.805","36.706","36.642","33.893","34.39","36.593","37.139",
"East Asia & Pacific (excluding high income)","EAP","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.5132412214264","74.3730737811238","73.9062804060836","73.6071564703886","73.3537634350348","73.0833841323265","72.7189182340694","72.4129525386288","72.1317237083744","71.9758484476363","71.2265847147407","70.4342302579952","69.7711199180966","69.3563142962224","68.7865820051241","68.4146983902566","68.2558845961283","67.7717563522789","67.3210387546408","67.0832519436797","67.1749266761775","66.9276772160269","66.4967226200824","66.2785069483274","65.9406619042911","65.596651818872","65.1968671941294","65.0165965404874","64.7022212362156","63.0418601802347","63.6918175961301","63.7856796045936","63.554630476919",
"Early-demographic dividend","EAR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.6714374063474","53.6598872709292","53.4273111930181","53.4644121368152","53.378523374936","53.6218113239528","53.8789681383958","54.0223465706839","54.086969412837","54.13021829565","53.6999174857347","53.121296026652","52.8978051270586","52.7348955675433","52.4223270066226","52.546687565201","52.706275724232","52.6531450938266","52.5902227284463","52.7015626613861","52.5493231037983","52.3186130524463","52.2336671739725","52.0876520235542","51.9500173980776","51.8695331085719","51.8050276747102","51.7009818576481","51.8509640223353","50.0049298203477","50.9582684814752","52.4800373844641","53.9632551943212",
"East Asia & Pacific","EAS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8650569108894","72.7509272867229","72.3094706481269","72.0647225569435","71.8544809438786","71.6279590666547","71.3354022300718","70.9056416424996","70.6147012368107","70.5274462847624","69.8503620312148","69.1151383460396","68.5001765610985","68.1682225436973","67.698326510636","67.4024997818299","67.2877061587298","66.8373282307603","66.3387411831606","66.1188598395203","66.2222449433473","66.0050402632143","65.6540930682998","65.5086041940125","65.2249836699113","64.9594983205653","64.6545548242116","64.5708063586195","64.3373335781775","62.7772645406986","63.4046773532777","63.5751886731791","63.3993667945967",
"Europe & Central Asia (excluding high income)","ECA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5426313985306","58.8939967835154","57.1325303440285","55.7052975756015","54.6032287171281","53.481661173237","52.0658838483288","50.9993068409007","51.9644520779096","52.2828834553433","52.0773085992639","52.3594583779538","52.0512544790394","52.0040226160946","52.3289111428834","52.5222403768311","53.3004983744172","53.5751916412617","52.7049418578133","53.2241501490445","53.8918709056659","54.2127886477624","54.2646178052338","54.1996805838542","54.231754143079","54.4362008094154","54.5689652416595","54.8142595961816","54.5229473843904","53.074438521152","54.0312606712796","55.7097504683442","55.5892105683717",
"Europe & Central Asia","ECS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6119746608812","54.882701520558","53.4939618666029","52.6324483084018","52.2053120461921","51.755576204371","51.3114687558591","51.0945381537992","51.6815029584972","51.9953277751627","52.0520059987651","52.0046968065809","51.9078899205301","51.8111022825143","52.157267670053","52.6173531319368","53.3460547749577","53.6455040489433","52.6243288159557","52.6156009989168","52.8824648174665","52.8754108408703","52.7894346130017","52.9793154048539","53.2272506203227","53.6989588518784","54.1231452642623","54.5342550942713","54.6553076908082","53.5014228229719","54.0421152011312","55.286340591985","55.4201221249861",
"Ecuador","ECU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.615","60.623","60.546","60.731","60.737","60.688","61.424","63.487","61.913","60.404","61.358","61.587","61.632","64.097","64.448","65.538","64.673","63.941","61.059","60.116","59.642","60.433","60.342","60.441","63.283","64.557","65.533","64.307","63.659","56.406","62.787","63.413","63.111",
"Egypt, Arab Rep.","EGY","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.338","42.981","42.66","43.537","42.63","43.024","42.735","42.306","43.742","42.072","40.769","38.867","39.315","40.421","40.935","42.043","43.712","43.499","43.546","45.045","43.008","42.38","42.07","41.816","40.849","40.825","39.659","39.031","38.887","38.303","39.792","40.967","41.26",
"Euro area","EMU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6775909127912","49.8119187678997","48.6165262591587","48.020690244857","47.9954799833562","47.9696923847755","48.035928787015","48.5088035793647","49.1797982781194","49.8065184141102","50.2751963377916","50.4519559374098","50.6330161929779","50.5319669849404","50.9601213219118","51.6221473566034","52.3456120360104","52.5750242135188","51.3538304608291","50.9406380689036","50.9117865347834","50.4370378693707","50.0781932112837","50.1985075684599","50.5350631088907","51.2311337683182","51.8416349627912","52.4014591054379","52.8976738270325","51.8082277450389","52.3415874317416","53.423778497993","53.8565115898308",
"Eritrea","ERI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.209","76.248","76.38","76.502","76.867","76.854","76.556","76.176","75.754","75.422","74.724","74.089","73.556","73.117","72.583","72.613","72.639","72.818","72.865","72.903","73.218","73.528","73.799","73.844","73.941","73.721","73.627","73.599","73.427","72.142","72.222","73.433","73.703",
"Spain","ESP","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.664","40.821","38.665","37.974","38.593","39.092","40.214","41.515","43.598","45.44","46.553","47.541","48.511","49.448","51.579","52.786","53.477","52.417","48.611","47.518","46.654","44.666","43.614","44.261","45.563","46.785","47.866","48.776","49.406","47.577","48.931","50.082","50.602",
"Estonia","EST","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.767","62.281","59.023","58.29","55.871","55.142","54.525","54.252","51.9","50.642","50.216","51.165","51.804","52.484","53.523","56.742","57.554","57.7","52.419","50.302","53.66","55.063","55.919","56.502","58.131","58.403","59.818","60.233","60.606","59.077","59.325","61.512","61.393",
"Ethiopia","ETH","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.302","75.193","75.366","75.514","76.015","76.307","76.602","76.747","76.904","77.434","78.086","78.502","78.852","79.388","79.969","80.031","79.932","79.842","79.741","79.672","79.595","79.513","79.412","79.199","79.013","78.822","78.632","78.405","78.212","76.627","77.138","77.474","77.611",
"European Union","EUU","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0474584814679","51.2544276093598","50.0543429232361","49.5051632219934","49.4793203271052","49.3338263160189","49.434969604039","49.7604226862981","50.0909728182184","50.3368321354926","50.5588040378898","50.2560734459963","50.3354562329272","50.2024467237835","50.5889537268809","51.3387292324093","52.1612420287728","52.5270580684593","51.4184900245476","51.0374827906177","50.9975229113434","50.6789804192128","50.4274123964834","50.7309767775381","51.1242368082643","51.8176552451006","52.5509405768661","53.1081683945098","53.5685201507104","52.5945188226922","52.9760691063256","54.0261181438293","54.3955516461814",
"Fragile and conflict affected situations","FCS","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9392007886208","61.8410593325272","61.6490481898925","61.4282539016971","61.0592671116922","60.8318824088837","60.6981181300684","60.4510372553401","60.1898484193711","60.0884570533563","60.0189622704348","59.8752594581759","59.7974025338942","59.7994147097881","59.8913201571973","59.7907836467644","59.6711206374043","59.4322680914619","59.1517954573949","58.9000019259424","58.7652987065648","58.3292382093938","58.1599999413541","57.9768327012683","57.7462337380797","57.5195589909214","57.1648960315584","57.0173279028247","56.616050894729","55.1962806460066","54.972714029327","56.1165875209718","56.2907450665422",
"Finland","FIN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.302","54.893","51.363","50.575","49.563","50.009","51.107","52.217","53.737","54.186","54.969","54.908","54.694","54.321","55.635","56.273","57.006","57.525","55.449","54.822","55.198","55.111","54.256","53.821","53.381","53.414","53.761","55.03","55.421","54.414","55.201","56.321","56.384",
"Fiji","FJI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.085","56.929","56.878","56.826","56.763","56.677","56.476","56.319","56.2","56.055","55.911","55.721","55.591","55.465","54.523","55.517","56.458","57.428","58.362","59.334","60.279","58.987","57.669","56.342","55.736","55.093","54.986","54.914","54.917","52.917","52.709","54.99","55.69",
"France","FRA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.351","49.893","49.262","48.495","48.881","48.871","48.48","48.766","49.071","50.007","50.721","50.863","51.722","51.238","50.982","50.946","51.496","51.926","51.193","51.03","50.858","50.724","50.838","50.339","50.258","50.303","50.404","50.603","50.622","50.162","51.46","52.07","52.29",
"Faroe Islands","FRO","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.815","41.531","41.501","41.47","41.701","41.704","41.747","41.684","41.317","41.065","40.971","41.144","41.185","41.082","41.096","40.477","40.149","39.529","39.181","38.802","39.01","39.067","38.955","38.825","38.748","38.718","38.671","38.637","38.736","35.948","36.375","38.598","39.026",
"United Kingdom","GBR","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.303","56.294","55.484","55.782","56.22","56.638","57.486","57.931","57.945","58.468","58.657","58.676","58.894","59.04","59.312","59.336","59.231","59.233","57.843","57.493","57.319","57.557","57.902","58.841","59.415","59.903","60.186","60.557","60.846","59.991","59.171","59.873","59.627",
"Georgia","GEO","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.449","63.155","63.709","62.294","62.427","58.936","58.182","55.897","56.892","57.164","58.821","56.773","58.421","56.596","55.205","53.759","54.894","52.144","51.213","52.261","53.221","54.276","54.109","55.893","57.424","57.062","56.982","55.83","55.649","55.963","56.527","55.586","55.279",
"Ghana","GHA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.834","73.597","72.893","72.064","71.315","70.545","69.832","69.109","67.378","66.806","67.118","67.477","67.896","68.293","68.655","68.987","68.49","68.135","67.624","67.28","67.775","68.189","68.481","66.572","64.534","65.537","66.814","66.832","66.826","66.02","65.842","66.495","66.372",
"Gibraltar","GIB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.931","60.999","61.086","61.172","61.237","61.309","61.408","61.417","61.413","61.318","61.396","61.489","60.789","60.082","59.34","58.667","58.144","57.505","56.749","55.998","55.364","54.904","54.188","53.438","52.678","52.199","51.69","51.059","50.225","49.202","49.239","49.763","49.9",
"Gambia, The","GMB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.716","51.782","51.875","51.876","51.889","51.954","52.196","52.369","52.587","52.697","52.857","52.654","52.789","52.922","53.043","52.894","52.848","53.23","53.552","53.732","53.362","53.405","54.097","55.093","55.853","56.631","57.549","58.385","58.389","57.397","57.723","58.189","58.347",
"Guinea-Bissau","GNB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.778","55.738","55.689","55.626","55.573","55.661","55.648","55.274","55.083","54.994","55.217","55.107","54.963","54.864","54.807","54.758","54.692","54.611","54.553","54.504","54.524","54.449","54.401","54.294","54.323","54.321","54.323","54.227","54.144","53.358","53.704","54.126","54.207",
"Equatorial Guinea","GNQ","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.498","53.388","53.311","53.219","53.138","53.001","52.835","52.633","52.444","52.308","52.146","52.004","51.909","51.909","51.891","51.859","51.804","51.75","51.593","51.428","51.41","51.422","51.402","51.348","51.217","51.149","51.051","51.044","50.944","48.148","48.607","50.731","51.099",
"Greece","GRC","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.433","45.437","44.851","45.616","45.828","46.274","46.043","46.099","45.987","46.277","45.888","46.297","46.866","46.961","47.315","48.114","48.202","48.532","47.804","46.193","42.758","39.067","37.381","37.706","38.577","39.261","40.214","41.165","42.28","42.128","42.952","45.357","46.281",
"Grenada","GRD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.678","60.794","60.874","60.946","61.049","61.041","61.131","61.238","61.324","61.347","61.257","61.318","61.296","61.236","60.756","60.397","60.044","59.583","58.949","58.344","59.454","63.323","58.401","59.078","59.079","59.124","59.441","59.121","57.874","55.952","57.667","58.403","58.599",
"Guam","GUM","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.687","68.995","67.331","65.41","64.749","64.031","62.613","63.488","58.78","57.413","56.934","55.293","56.03","56.949","56.823","58.06","53.003","54.448","55.962","56.365","54.274","54.961","55.399","57.839","58.277","59.216","59.206","59.186","59.217","57.844","58.813","59.237","59.041",
"Guyana","GUY","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.701","52.149","52.598","52.374","52.088","51.831","51.548","51.214","50.899","50.554","50.344","50.065","50.078","50.074","50.043","50.107","49.857","49.589","49.268","48.929","48.665","48.38","48.07","47.724","47.362","47.06","46.783","46.532","43.309","41.821","41.994","43.804","45.431",
"High income","HIC","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.508784168299","56.068353567902","55.5443204619384","55.5627683585439","55.7234042047897","55.7936585984462","56.1027865233352","56.0825063088605","56.2122648588198","56.5413459496828","56.4100194756295","55.965850591935","55.8435729116318","55.8914872262866","56.2256538154764","56.7212871112227","57.1048987733103","57.0711583953195","55.5914469476485","55.2576617815045","55.3538507018421","55.4321437673182","55.4824051031907","55.881424350541","56.2440029716412","56.7452113991622","57.2043175572483","57.7024011304093","58.1391639685135","56.2500601134431","57.0247704949905","58.1202472133353","58.4334745736633",
"Hong Kong SAR, China","HKG","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.308","61.059","61.226","61.303","59.975","60.032","60.399","59.151","57.499","57.685","58.303","57.329","56.528","57.14","57.587","58.338","58.765","58.713","57.573","57.01","58.016","58.51","59.139","59.045","59.116","58.98","59.213","59.558","58.898","56.241","56.31","55.695","55.278",
"Honduras","HND","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.659","63.788","63.911","63.774","63.841","63.053","63.814","63.381","63.344","61.881","61.291","60.761","59.437","58.492","58.642","57.723","57.067","57.697","58.809","59.359","57.06","56.21","59.12","59.608","60.148","59.059","60.801","62.999","61.005","53.851","57.262","58.233","58.505",
"Heavily indebted poor countries (HIPC)","HPC","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.7438675320928","67.6066947487512","67.4659370940677","67.4262269241427","67.6106687418786","67.6351039799113","67.6552945998193","67.5657105055274","67.411383696643","67.2914459942368","67.345676039497","67.3422766847885","67.3199526815484","67.4040941452435","67.4816630772529","67.3758019858148","67.1605538187126","66.931776162943","66.5979204969349","66.1721561376818","65.8981188190868","65.6080589959411","65.5867686516323","65.3635779946775","65.0195555063344","64.9673697962786","64.7380469432019","64.7178500509767","64.4836212470916","63.2682248253966","63.3628984838234","63.8892273648014","63.8499755309483",
"Croatia","HRV","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.677","50.323","49.978","49.715","49.424","49.117","48.619","47.241","45.622","43.852","43.527","43.469","43.29","44.163","43.368","43.715","47.685","48.589","48.233","46.47","44.748","43.187","42.07","43.307","44.198","44.597","45.825","46.875","47.717","47.198","47.84","48.66","49.327",
"Haiti","HTI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.536","61.178","60.751","60.18","60.147","59.886","59.694","59.141","58.684","57.467","56.839","56.207","55.675","55.049","54.511","53.968","53.706","54.4","55.26","55.609","56.275","56.491","56.862","56.809","56.873","56.793","56.841","56.814","56.585","55.031","55.387","55.772","55.764",
"Hungary","HUN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.26","48.419","45.451","44.643","44.121","43.21","43.066","43.776","45.617","46.071","46.043","46.117","46.816","46.499","46.554","46.899","46.727","46.18","44.957","44.761","45.008","45.715","46.615","49.283","50.785","52.606","53.711","54.417","54.927","54.3","56.91","58.227","58.468",
"IBRD only","IBD","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.9770924390878","62.8196180778844","62.389786291163","62.0430487831295","61.7748650415911","61.5350985438023","61.4058578144339","61.2067500464843","61.1590728495207","61.1164871676924","60.5965786008827","59.9954528855165","59.5553528161131","59.3519979927079","59.0624068904002","59.035663647741","59.0927924987373","58.8957579036356","58.5257302145231","58.3941077698126","58.2966877697051","58.110666388582","57.8314997705192","57.6122943172843","57.3462683153351","57.0320554147756","56.746594410985","56.5626611217404","56.4475550531125","54.4045553505422","55.5646443583397","56.6355082775249","57.4228595712821",
"IDA & IBRD total","IBT","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6453536691695","62.493312188741","62.1049063381839","61.8091335337298","61.5653387858652","61.3781193189922","61.2836467044024","61.1095360358934","61.0476338573466","60.9931744015792","60.5525499840953","60.051379107864","59.6844328700691","59.5217534175894","59.2750895877662","59.2327622300715","59.2404732301033","59.0371444416407","58.7070788217786","58.5889364784276","58.4709274342428","58.2341946050991","58.0195684738492","57.8293533184657","57.5899533603346","57.3354599905712","57.1035202434226","56.9334863953178","56.8211149308507","55.0107763958882","55.9394004134849","56.8982007720901","57.510938217675",
"IDA total","IDA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.0681244813277","60.9540676551865","60.7732474125175","60.7259329404494","60.6037256962665","60.6635104769496","60.7312566183269","60.6736390819612","60.5524607479015","60.450403116438","60.3605543023657","60.293134118574","60.2376464865738","60.2430025300343","60.1708316333641","60.0544963600061","59.8490857495278","59.6131888116041","59.4370523826806","59.3626944611754","59.1537110901617","58.7124447853683","58.7399134531316","58.6517510047031","58.5026257878765","58.4573449397464","58.4046904713199","58.2649603192732","58.1415025346979","57.1184152247129","57.2198263950428","57.7713775854989","57.7987006056455",
"IDA blend","IDB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.5787648334752","56.6157269542539","56.256760809032","56.1324568625748","55.7507414952073","55.9941356167328","56.3131766073293","56.1255010235323","56.1673745422385","56.2924150571627","56.3199137657868","56.4317706897742","56.5499645115409","56.6519821181696","56.4877956557904","56.3678032571846","56.4082543759323","56.275255621967","56.3093520563618","56.3554916223865","56.2254770080135","55.6470800997101","55.8380483243573","55.7970133354318","55.7623322488929","55.7923521782627","55.2636145946787","54.8004303252233","54.76635076408","53.9880356622562","54.5385169702779","55.2704151768738","55.391774208653",
"Indonesia","IDN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.222","64.509","63.805","63.881","63.752","63.62","63.235","63.276","62.945","63.64","63.048","61.625","61.296","60.876","59.287","59.362","60.892","61.585","62.014","62.845","63.464","64.406","63.863","63.922","63.577","63.459","64.169","64.68","65.79","64.536","63.347","64.701","65.385",
"IDA only","IDX","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.2729372819749","63.0796659130164","62.978781045254","62.968419939871","62.9754471045501","62.9541901874693","62.9080716555758","62.922360773975","62.7262871926564","62.5227602964557","62.3858239575842","62.2294647282706","62.0841311450759","62.0411480522334","62.014689567478","61.89942444439","61.5718164364676","61.2869573520012","61.0082219089416","60.8761794612107","60.6279586510579","60.2527982233131","60.1950682930388","60.0797496644055","59.8681611560613","59.7779513100631","59.953298388602","59.9661621437319","59.7920512691128","58.6441246947106","58.523475304707","58.9863235019379","58.9677199094124",
